rank,title,date,artist,region,streams
2,Esquema Preferido,2021-01-29,"DJ Ivis, Tarcísio do Acordeon",Brazil,887645.0
1,"Ele É Ele, Eu Sou Eu",2021-01-29,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,888520.0
4,Facas - Ao Vivo,2021-01-30,"Diego & Victor Hugo, Bruno & Marrone",Brazil,944613.0
3,Meia Noite (Você tem meu Whatsapp),2021-01-30,Tarcísio do Acordeon,Brazil,1001702.0
2,Esquema Preferido,2021-01-30,"DJ Ivis, Tarcísio do Acordeon",Brazil,1029910.0
7,Lance Individual,2021-01-30,Jorge & Mateus,Brazil,816989.0
8,Mds,2021-01-30,"Kawe, Mc Lele JP",Brazil,807416.0
6,Recairei - Ao Vivo,2021-01-30,Os Barões Da Pisadinha,Brazil,834281.0
1,"Ele É Ele, Eu Sou Eu",2021-01-30,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1150687.0
10,Basta Você Me Ligar - Ao Vivo,2021-01-30,"Os Barões Da Pisadinha, Xand Avião",Brazil,664378.0
9,Coração Na Cama - Ao Vivo,2021-01-30,Hugo & Guilherme,Brazil,733684.0
5,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-01-30,Zé Neto & Cristiano,Brazil,869026.0
4,Facas - Ao Vivo,2021-01-31,"Diego & Victor Hugo, Bruno & Marrone",Brazil,826686.0
3,Meia Noite (Você tem meu Whatsapp),2021-01-31,Tarcísio do Acordeon,Brazil,877945.0
2,Esquema Preferido,2021-01-31,"DJ Ivis, Tarcísio do Acordeon",Brazil,917058.0
1,"Ele É Ele, Eu Sou Eu",2021-01-31,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1009121.0
10,Basta Você Me Ligar - Ao Vivo,2021-01-31,"Os Barões Da Pisadinha, Xand Avião",Brazil,608732.0
5,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-01-31,Zé Neto & Cristiano,Brazil,765565.0
6,Recairei - Ao Vivo,2021-01-31,Os Barões Da Pisadinha,Brazil,760646.0
7,Lance Individual,2021-01-31,Jorge & Mateus,Brazil,704927.0
9,Coração Na Cama - Ao Vivo,2021-01-31,Hugo & Guilherme,Brazil,659762.0
8,Mds,2021-01-31,"Kawe, Mc Lele JP",Brazil,680514.0
8,MODO TURBO,2021-02-01,"Luísa Sonza, Pabllo Vittar, Anitta",Brazil,494601.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-01,Tarcísio do Acordeon,Brazil,614898.0
3,"Ele É Ele, Eu Sou Eu",2021-02-01,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,651151.0
9,Lance Individual,2021-02-01,Jorge & Mateus,Brazil,494430.0
6,M4,2021-02-01,"Teto, Matuê",Brazil,527098.0
5,Facas - Ao Vivo,2021-02-01,"Diego & Victor Hugo, Bruno & Marrone",Brazil,592287.0
2,Mds,2021-02-01,"Kawe, Mc Lele JP",Brazil,658550.0
1,Esquema Preferido,2021-02-01,"DJ Ivis, Tarcísio do Acordeon",Brazil,734632.0
7,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-01,Zé Neto & Cristiano,Brazil,504510.0
10,Recairei - Ao Vivo,2021-02-01,Os Barões Da Pisadinha,Brazil,442109.0
9,MODO TURBO,2021-02-02,"Luísa Sonza, Pabllo Vittar, Anitta",Brazil,504281.0
8,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-02,Zé Neto & Cristiano,Brazil,515831.0
7,Lance Individual,2021-02-02,Jorge & Mateus,Brazil,516843.0
6,M4,2021-02-02,"Teto, Matuê",Brazil,543682.0
5,Facas - Ao Vivo,2021-02-02,"Diego & Victor Hugo, Bruno & Marrone",Brazil,608140.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-02,Tarcísio do Acordeon,Brazil,625961.0
3,Mds,2021-02-02,"Kawe, Mc Lele JP",Brazil,668874.0
2,"Ele É Ele, Eu Sou Eu",2021-02-02,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,675041.0
1,Esquema Preferido,2021-02-02,"DJ Ivis, Tarcísio do Acordeon",Brazil,761960.0
10,Recairei - Ao Vivo,2021-02-02,Os Barões Da Pisadinha,Brazil,451981.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-03,Tarcísio do Acordeon,Brazil,644008.0
2,"Ele É Ele, Eu Sou Eu",2021-02-03,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,709159.0
3,Mds,2021-02-03,"Kawe, Mc Lele JP",Brazil,694429.0
5,Facas - Ao Vivo,2021-02-03,"Diego & Victor Hugo, Bruno & Marrone",Brazil,635612.0
1,Esquema Preferido,2021-02-03,"DJ Ivis, Tarcísio do Acordeon",Brazil,786414.0
6,M4,2021-02-03,"Teto, Matuê",Brazil,563309.0
7,Lance Individual,2021-02-03,Jorge & Mateus,Brazil,534181.0
10,Coração Na Cama - Ao Vivo,2021-02-03,Hugo & Guilherme,Brazil,468578.0
8,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-03,Zé Neto & Cristiano,Brazil,533067.0
9,MODO TURBO,2021-02-03,"Luísa Sonza, Pabllo Vittar, Anitta",Brazil,515415.0
3,Mds,2021-02-04,"Kawe, Mc Lele JP",Brazil,715153.0
2,"Ele É Ele, Eu Sou Eu",2021-02-04,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,749274.0
7,Lance Individual,2021-02-04,Jorge & Mateus,Brazil,565439.0
6,M4,2021-02-04,"Teto, Matuê",Brazil,569377.0
5,Meia Noite (Você tem meu Whatsapp),2021-02-04,Tarcísio do Acordeon,Brazil,662374.0
4,Facas - Ao Vivo,2021-02-04,"Diego & Victor Hugo, Bruno & Marrone",Brazil,671328.0
9,MODO TURBO,2021-02-04,"Luísa Sonza, Pabllo Vittar, Anitta",Brazil,530190.0
8,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-04,Zé Neto & Cristiano,Brazil,561549.0
10,Coração Na Cama - Ao Vivo,2021-02-04,Hugo & Guilherme,Brazil,517951.0
1,Esquema Preferido,2021-02-04,"DJ Ivis, Tarcísio do Acordeon",Brazil,840139.0
1,Esquema Preferido,2021-02-05,"DJ Ivis, Tarcísio do Acordeon",Brazil,969106.0
2,"Ele É Ele, Eu Sou Eu",2021-02-05,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,885974.0
4,Mds,2021-02-05,"Kawe, Mc Lele JP",Brazil,766597.0
10,Recairei - Ao Vivo,2021-02-05,Os Barões Da Pisadinha,Brazil,571585.0
9,M4,2021-02-05,"Teto, Matuê",Brazil,601733.0
5,Meia Noite (Você tem meu Whatsapp),2021-02-05,Tarcísio do Acordeon,Brazil,745080.0
6,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-05,Zé Neto & Cristiano,Brazil,666721.0
7,Lance Individual,2021-02-05,Jorge & Mateus,Brazil,654413.0
8,Coração Na Cama - Ao Vivo,2021-02-05,Hugo & Guilherme,Brazil,644327.0
3,Facas - Ao Vivo,2021-02-05,"Diego & Victor Hugo, Bruno & Marrone",Brazil,790868.0
9,Recairei - Ao Vivo,2021-02-06,Os Barões Da Pisadinha,Brazil,784445.0
8,Mds,2021-02-06,"Kawe, Mc Lele JP",Brazil,804284.0
10,Xerecard,2021-02-06,"Jeff Costa, Mc Danny",Brazil,673125.0
7,Lance Individual,2021-02-06,Jorge & Mateus,Brazil,814142.0
5,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-06,Zé Neto & Cristiano,Brazil,883326.0
6,Coração Na Cama - Ao Vivo,2021-02-06,Hugo & Guilherme,Brazil,834618.0
3,Facas - Ao Vivo,2021-02-06,"Diego & Victor Hugo, Bruno & Marrone",Brazil,993213.0
2,"Ele É Ele, Eu Sou Eu",2021-02-06,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1154631.0
1,Esquema Preferido,2021-02-06,"DJ Ivis, Tarcísio do Acordeon",Brazil,1155105.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-06,Tarcísio do Acordeon,Brazil,919393.0
6,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-07,Zé Neto & Cristiano,Brazil,745401.0
9,Basta Você Me Ligar - Ao Vivo,2021-02-07,"Os Barões Da Pisadinha, Xand Avião",Brazil,647494.0
10,Mds,2021-02-07,"Kawe, Mc Lele JP",Brazil,634242.0
5,Meia Noite (Você tem meu Whatsapp),2021-02-07,Tarcísio do Acordeon,Brazil,768264.0
4,Recairei - Ao Vivo,2021-02-07,Os Barões Da Pisadinha,Brazil,782719.0
3,Facas - Ao Vivo,2021-02-07,"Diego & Victor Hugo, Bruno & Marrone",Brazil,825337.0
2,Esquema Preferido,2021-02-07,"DJ Ivis, Tarcísio do Acordeon",Brazil,961800.0
1,"Ele É Ele, Eu Sou Eu",2021-02-07,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1001332.0
7,Coração Na Cama - Ao Vivo,2021-02-07,Hugo & Guilherme,Brazil,703900.0
8,Lance Individual,2021-02-07,Jorge & Mateus,Brazil,668676.0
9,Lance Individual,2021-02-08,Jorge & Mateus,Brazil,481881.0
1,Esquema Preferido,2021-02-08,"DJ Ivis, Tarcísio do Acordeon",Brazil,735817.0
2,"Ele É Ele, Eu Sou Eu",2021-02-08,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,660293.0
3,Mds,2021-02-08,"Kawe, Mc Lele JP",Brazil,608702.0
10,Coração Na Cama - Ao Vivo,2021-02-08,Hugo & Guilherme,Brazil,481122.0
8,Recairei - Ao Vivo,2021-02-08,Os Barões Da Pisadinha,Brazil,485738.0
4,Facas - Ao Vivo,2021-02-08,"Diego & Victor Hugo, Bruno & Marrone",Brazil,607264.0
5,Meia Noite (Você tem meu Whatsapp),2021-02-08,Tarcísio do Acordeon,Brazil,540582.0
6,M4,2021-02-08,"Teto, Matuê",Brazil,516142.0
7,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-08,Zé Neto & Cristiano,Brazil,505130.0
5,Meia Noite (Você tem meu Whatsapp),2021-02-09,Tarcísio do Acordeon,Brazil,561587.0
4,Facas - Ao Vivo,2021-02-09,"Diego & Victor Hugo, Bruno & Marrone",Brazil,633835.0
3,Mds,2021-02-09,"Kawe, Mc Lele JP",Brazil,633887.0
8,Lance Individual,2021-02-09,Jorge & Mateus,Brazil,501472.0
2,"Ele É Ele, Eu Sou Eu",2021-02-09,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,689029.0
7,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-09,Zé Neto & Cristiano,Brazil,519635.0
10,Recairei - Ao Vivo,2021-02-09,Os Barões Da Pisadinha,Brazil,490320.0
9,Coração Na Cama - Ao Vivo,2021-02-09,Hugo & Guilherme,Brazil,493787.0
6,M4,2021-02-09,"Teto, Matuê",Brazil,543070.0
1,Esquema Preferido,2021-02-09,"DJ Ivis, Tarcísio do Acordeon",Brazil,764826.0
7,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-10,Zé Neto & Cristiano,Brazil,536796.0
1,Esquema Preferido,2021-02-10,"DJ Ivis, Tarcísio do Acordeon",Brazil,790569.0
2,"Ele É Ele, Eu Sou Eu",2021-02-10,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,717485.0
3,Facas - Ao Vivo,2021-02-10,"Diego & Victor Hugo, Bruno & Marrone",Brazil,662928.0
4,Mds,2021-02-10,"Kawe, Mc Lele JP",Brazil,648589.0
5,Meia Noite (Você tem meu Whatsapp),2021-02-10,Tarcísio do Acordeon,Brazil,579885.0
6,M4,2021-02-10,"Teto, Matuê",Brazil,560343.0
10,Coração Na Cama - Ao Vivo,2021-02-10,Hugo & Guilherme,Brazil,506484.0
9,Recairei - Ao Vivo,2021-02-10,Os Barões Da Pisadinha,Brazil,508873.0
8,Lance Individual,2021-02-10,Jorge & Mateus,Brazil,523565.0
1,Esquema Preferido,2021-02-11,"DJ Ivis, Tarcísio do Acordeon",Brazil,827340.0
3,Facas - Ao Vivo,2021-02-11,"Diego & Victor Hugo, Bruno & Marrone",Brazil,700507.0
4,Mds,2021-02-11,"Kawe, Mc Lele JP",Brazil,649092.0
2,"Ele É Ele, Eu Sou Eu",2021-02-11,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,761033.0
6,M4,2021-02-11,"Teto, Matuê",Brazil,577755.0
7,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-11,Zé Neto & Cristiano,Brazil,573750.0
8,Lance Individual,2021-02-11,Jorge & Mateus,Brazil,559073.0
9,Coração Na Cama - Ao Vivo,2021-02-11,Hugo & Guilherme,Brazil,543093.0
10,Recairei - Ao Vivo,2021-02-11,Os Barões Da Pisadinha,Brazil,534736.0
5,Meia Noite (Você tem meu Whatsapp),2021-02-11,Tarcísio do Acordeon,Brazil,611434.0
1,Esquema Preferido,2021-02-12,"DJ Ivis, Tarcísio do Acordeon",Brazil,986679.0
9,M4,2021-02-12,"Teto, Matuê",Brazil,632679.0
2,"Ele É Ele, Eu Sou Eu",2021-02-12,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,935754.0
3,Facas - Ao Vivo,2021-02-12,"Diego & Victor Hugo, Bruno & Marrone",Brazil,858442.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-12,Tarcísio do Acordeon,Brazil,741810.0
5,Mds,2021-02-12,"Kawe, Mc Lele JP",Brazil,714613.0
6,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-12,Zé Neto & Cristiano,Brazil,691180.0
7,Coração Na Cama - Ao Vivo,2021-02-12,Hugo & Guilherme,Brazil,667394.0
8,Lance Individual,2021-02-12,Jorge & Mateus,Brazil,661316.0
10,Recairei - Ao Vivo,2021-02-12,Os Barões Da Pisadinha,Brazil,632205.0
8,Lance Individual,2021-02-13,Jorge & Mateus,Brazil,839320.0
1,"Ele É Ele, Eu Sou Eu",2021-02-13,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1265069.0
9,Basta Você Me Ligar - Ao Vivo,2021-02-13,"Os Barões Da Pisadinha, Xand Avião",Brazil,806404.0
7,Coração Na Cama - Ao Vivo,2021-02-13,Hugo & Guilherme,Brazil,873852.0
6,Recairei - Ao Vivo,2021-02-13,Os Barões Da Pisadinha,Brazil,892529.0
10,Xerecard,2021-02-13,"Jeff Costa, Mc Danny",Brazil,766545.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-13,Tarcísio do Acordeon,Brazil,945553.0
3,Facas - Ao Vivo,2021-02-13,"Diego & Victor Hugo, Bruno & Marrone",Brazil,1077405.0
2,Esquema Preferido,2021-02-13,"DJ Ivis, Tarcísio do Acordeon",Brazil,1213859.0
5,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-13,Zé Neto & Cristiano,Brazil,914955.0
6,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-14,Zé Neto & Cristiano,Brazil,797239.0
10,Lance Individual,2021-02-14,Jorge & Mateus,Brazil,701998.0
9,Xerecard,2021-02-14,"Jeff Costa, Mc Danny",Brazil,716510.0
8,Basta Você Me Ligar - Ao Vivo,2021-02-14,"Os Barões Da Pisadinha, Xand Avião",Brazil,739289.0
7,Coração Na Cama - Ao Vivo,2021-02-14,Hugo & Guilherme,Brazil,740420.0
1,"Ele É Ele, Eu Sou Eu",2021-02-14,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1109922.0
2,Esquema Preferido,2021-02-14,"DJ Ivis, Tarcísio do Acordeon",Brazil,1041346.0
3,Facas - Ao Vivo,2021-02-14,"Diego & Victor Hugo, Bruno & Marrone",Brazil,911133.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-14,Tarcísio do Acordeon,Brazil,825622.0
5,Recairei - Ao Vivo,2021-02-14,Os Barões Da Pisadinha,Brazil,817498.0
2,"Ele É Ele, Eu Sou Eu",2021-02-15,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,822619.0
9,Lance Individual,2021-02-15,Jorge & Mateus,Brazil,568441.0
1,Esquema Preferido,2021-02-15,"DJ Ivis, Tarcísio do Acordeon",Brazil,838299.0
3,Facas - Ao Vivo,2021-02-15,"Diego & Victor Hugo, Bruno & Marrone",Brazil,735842.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-15,Tarcísio do Acordeon,Brazil,643434.0
5,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-15,Zé Neto & Cristiano,Brazil,606519.0
6,Mds,2021-02-15,"Kawe, Mc Lele JP",Brazil,599509.0
7,Coração Na Cama - Ao Vivo,2021-02-15,Hugo & Guilherme,Brazil,587982.0
8,Recairei - Ao Vivo,2021-02-15,Os Barões Da Pisadinha,Brazil,585364.0
10,Tapão Na Raba,2021-02-15,Raí Saia Rodada,Brazil,560064.0
4,Meia Noite (Você tem meu Whatsapp),2021-02-16,Tarcísio do Acordeon,Brazil,646895.0
5,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-16,Zé Neto & Cristiano,Brazil,621531.0
6,Tapão Na Raba,2021-02-16,Raí Saia Rodada,Brazil,605767.0
7,Mds,2021-02-16,"Kawe, Mc Lele JP",Brazil,605278.0
8,Coração Na Cama - Ao Vivo,2021-02-16,Hugo & Guilherme,Brazil,603123.0
9,Recairei - Ao Vivo,2021-02-16,Os Barões Da Pisadinha,Brazil,594100.0
2,"Ele É Ele, Eu Sou Eu",2021-02-16,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,834370.0
3,Facas - Ao Vivo,2021-02-16,"Diego & Victor Hugo, Bruno & Marrone",Brazil,760160.0
10,Lance Individual,2021-02-16,Jorge & Mateus,Brazil,581379.0
1,Esquema Preferido,2021-02-16,"DJ Ivis, Tarcísio do Acordeon",Brazil,845282.0
8,Coração Na Cama - Ao Vivo,2021-02-17,Hugo & Guilherme,Brazil,512983.0
7,M4,2021-02-17,"Teto, Matuê",Brazil,538655.0
6,Meia Noite (Você tem meu Whatsapp),2021-02-17,Tarcísio do Acordeon,Brazil,539028.0
5,Tapão Na Raba,2021-02-17,Raí Saia Rodada,Brazil,544404.0
4,Mds,2021-02-17,"Kawe, Mc Lele JP",Brazil,562597.0
3,Facas - Ao Vivo,2021-02-17,"Diego & Victor Hugo, Bruno & Marrone",Brazil,648351.0
2,"Ele É Ele, Eu Sou Eu",2021-02-17,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,681793.0
1,Esquema Preferido,2021-02-17,"DJ Ivis, Tarcísio do Acordeon",Brazil,731360.0
9,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-17,Zé Neto & Cristiano,Brazil,512490.0
10,Lance Individual,2021-02-17,Jorge & Mateus,Brazil,498793.0
5,Mds,2021-02-18,"Kawe, Mc Lele JP",Brazil,591146.0
1,Esquema Preferido,2021-02-18,"DJ Ivis, Tarcísio do Acordeon",Brazil,766355.0
9,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-18,Zé Neto & Cristiano,Brazil,536122.0
8,Coração Na Cama - Ao Vivo,2021-02-18,Hugo & Guilherme,Brazil,549389.0
7,Meia Noite (Você tem meu Whatsapp),2021-02-18,Tarcísio do Acordeon,Brazil,561377.0
6,M4,2021-02-18,"Teto, Matuê",Brazil,566100.0
10,Lance Individual,2021-02-18,Jorge & Mateus,Brazil,518412.0
4,Tapão Na Raba,2021-02-18,Raí Saia Rodada,Brazil,616691.0
3,Facas - Ao Vivo,2021-02-18,"Diego & Victor Hugo, Bruno & Marrone",Brazil,672110.0
2,"Ele É Ele, Eu Sou Eu",2021-02-18,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,714315.0
2,"Ele É Ele, Eu Sou Eu",2021-02-19,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,857689.0
3,Tapão Na Raba,2021-02-19,Raí Saia Rodada,Brazil,810365.0
4,Facas - Ao Vivo,2021-02-19,"Diego & Victor Hugo, Bruno & Marrone",Brazil,786678.0
5,Meia Noite (Você tem meu Whatsapp),2021-02-19,Tarcísio do Acordeon,Brazil,670848.0
1,Esquema Preferido,2021-02-19,"DJ Ivis, Tarcísio do Acordeon",Brazil,905334.0
6,Coração Na Cama - Ao Vivo,2021-02-19,Hugo & Guilherme,Brazil,668628.0
7,Mds,2021-02-19,"Kawe, Mc Lele JP",Brazil,643797.0
8,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-19,Zé Neto & Cristiano,Brazil,642887.0
10,Lance Individual,2021-02-19,Jorge & Mateus,Brazil,603068.0
9,M4,2021-02-19,"Teto, Matuê",Brazil,613757.0
1,"Ele É Ele, Eu Sou Eu",2021-02-20,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,1152403.0
2,Esquema Preferido,2021-02-20,"DJ Ivis, Tarcísio do Acordeon",Brazil,1125671.0
3,Tapão Na Raba,2021-02-20,Raí Saia Rodada,Brazil,1047784.0
6,Meia Noite (Você tem meu Whatsapp),2021-02-20,Tarcísio do Acordeon,Brazil,870518.0
7,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-20,Zé Neto & Cristiano,Brazil,852965.0
8,Lance Individual,2021-02-20,Jorge & Mateus,Brazil,771782.0
9,Recairei - Ao Vivo,2021-02-20,Os Barões Da Pisadinha,Brazil,771146.0
10,Basta Você Me Ligar - Ao Vivo,2021-02-20,"Os Barões Da Pisadinha, Xand Avião",Brazil,738087.0
4,Facas - Ao Vivo,2021-02-20,"Diego & Victor Hugo, Bruno & Marrone",Brazil,1003470.0
5,Coração Na Cama - Ao Vivo,2021-02-20,Hugo & Guilherme,Brazil,873889.0
7,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-21,Zé Neto & Cristiano,Brazil,734801.0
3,Tapão Na Raba,2021-02-21,Raí Saia Rodada,Brazil,907816.0
4,Facas - Ao Vivo,2021-02-21,"Diego & Victor Hugo, Bruno & Marrone",Brazil,859303.0
5,Coração Na Cama - Ao Vivo,2021-02-21,Hugo & Guilherme,Brazil,744174.0
6,Meia Noite (Você tem meu Whatsapp),2021-02-21,Tarcísio do Acordeon,Brazil,742490.0
8,Recairei - Ao Vivo,2021-02-21,Os Barões Da Pisadinha,Brazil,680580.0
9,Lance Individual,2021-02-21,Jorge & Mateus,Brazil,662230.0
10,Basta Você Me Ligar - Ao Vivo,2021-02-21,"Os Barões Da Pisadinha, Xand Avião",Brazil,651547.0
2,Esquema Preferido,2021-02-21,"DJ Ivis, Tarcísio do Acordeon",Brazil,940873.0
1,"Ele É Ele, Eu Sou Eu",2021-02-21,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,986056.0
9,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-22,Zé Neto & Cristiano,Brazil,475411.0
2,Esquema Preferido,2021-02-22,"DJ Ivis, Tarcísio do Acordeon",Brazil,672227.0
8,Meia Noite (Você tem meu Whatsapp),2021-02-22,Tarcísio do Acordeon,Brazil,501933.0
7,Coração Na Cama - Ao Vivo,2021-02-22,Hugo & Guilherme,Brazil,505587.0
6,Mds,2021-02-22,"Kawe, Mc Lele JP",Brazil,511221.0
5,M4,2021-02-22,"Teto, Matuê",Brazil,527451.0
1,Tapão Na Raba,2021-02-22,Raí Saia Rodada,Brazil,690998.0
4,Facas - Ao Vivo,2021-02-22,"Diego & Victor Hugo, Bruno & Marrone",Brazil,607158.0
3,"Ele É Ele, Eu Sou Eu",2021-02-22,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,620730.0
10,Lance Individual,2021-02-22,Jorge & Mateus,Brazil,456826.0
1,Tapão Na Raba,2021-02-23,Raí Saia Rodada,Brazil,724130.0
2,Esquema Preferido,2021-02-23,"DJ Ivis, Tarcísio do Acordeon",Brazil,696611.0
4,Facas - Ao Vivo,2021-02-23,"Diego & Victor Hugo, Bruno & Marrone",Brazil,622683.0
5,M4,2021-02-23,"Teto, Matuê",Brazil,570587.0
6,Mds,2021-02-23,"Kawe, Mc Lele JP",Brazil,533480.0
7,Coração Na Cama - Ao Vivo,2021-02-23,Hugo & Guilherme,Brazil,516155.0
8,Meia Noite (Você tem meu Whatsapp),2021-02-23,Tarcísio do Acordeon,Brazil,512367.0
9,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-23,Zé Neto & Cristiano,Brazil,483080.0
10,Lance Individual,2021-02-23,Jorge & Mateus,Brazil,465257.0
3,"Ele É Ele, Eu Sou Eu",2021-02-23,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,648452.0
1,Tapão Na Raba,2021-02-24,Raí Saia Rodada,Brazil,719473.0
8,Meia Noite (Você tem meu Whatsapp),2021-02-24,Tarcísio do Acordeon,Brazil,504171.0
5,M4,2021-02-24,"Teto, Matuê",Brazil,572847.0
6,Mds,2021-02-24,"Kawe, Mc Lele JP",Brazil,520210.0
7,Coração Na Cama - Ao Vivo,2021-02-24,Hugo & Guilherme,Brazil,514957.0
3,"Ele É Ele, Eu Sou Eu",2021-02-24,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,644485.0
9,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-24,Zé Neto & Cristiano,Brazil,480860.0
10,Lance Individual,2021-02-24,Jorge & Mateus,Brazil,472332.0
2,Esquema Preferido,2021-02-24,"DJ Ivis, Tarcísio do Acordeon",Brazil,687942.0
4,Facas - Ao Vivo,2021-02-24,"Diego & Victor Hugo, Bruno & Marrone",Brazil,618616.0
10,Lance Individual,2021-02-25,Jorge & Mateus,Brazil,494473.0
8,Meia Noite (Você tem meu Whatsapp),2021-02-25,Tarcísio do Acordeon,Brazil,530658.0
7,Mds,2021-02-25,"Kawe, Mc Lele JP",Brazil,533657.0
6,Coração Na Cama - Ao Vivo,2021-02-25,Hugo & Guilherme,Brazil,564486.0
4,Facas - Ao Vivo,2021-02-25,"Diego & Victor Hugo, Bruno & Marrone",Brazil,661824.0
3,"Ele É Ele, Eu Sou Eu",2021-02-25,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,694865.0
9,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-25,Zé Neto & Cristiano,Brazil,519602.0
5,M4,2021-02-25,"Teto, Matuê",Brazil,589008.0
2,Esquema Preferido,2021-02-25,"DJ Ivis, Tarcísio do Acordeon",Brazil,739292.0
1,Tapão Na Raba,2021-02-25,Raí Saia Rodada,Brazil,782153.0
1,Tapão Na Raba,2021-02-26,Raí Saia Rodada,Brazil,886565.0
9,Mds,2021-02-26,"Kawe, Mc Lele JP",Brazil,561695.0
8,Meia Noite (Você tem meu Whatsapp),2021-02-26,Tarcísio do Acordeon,Brazil,582522.0
7,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-26,Zé Neto & Cristiano,Brazil,605731.0
6,M4,2021-02-26,"Teto, Matuê",Brazil,610651.0
5,Coração Na Cama - Ao Vivo,2021-02-26,Hugo & Guilherme,Brazil,683511.0
4,Facas - Ao Vivo,2021-02-26,"Diego & Victor Hugo, Bruno & Marrone",Brazil,750916.0
3,"Ele É Ele, Eu Sou Eu",2021-02-26,"Wesley Safadão, Os Barões Da Pisadinha",Brazil,792666.0
2,Esquema Preferido,2021-02-26,"DJ Ivis, Tarcísio do Acordeon",Brazil,829922.0
10,Lance Individual,2021-02-26,Jorge & Mateus,Brazil,540330.0
3,Esquema Preferido,2021-02-27,"DJ Ivis, Tarcísio do Acordeon",Brazil,1047609.0
5,Coração Na Cama - Ao Vivo,2021-02-27,Hugo & Guilherme,Brazil,900035.0
6,Alô Ambev (Segue Sua Vida) - Ao Vivo,2021-02-27,Zé Neto & Cristiano,Brazil,801123.0
7,Meia Noite (Você tem meu Whatsapp),2021-02-27,Tarcísio do Acordeon,Brazil,754528.0
8,Batom de Cereja - Ao Vivo,2021-02-27,Israel & Rodolffo,Brazil,706396.0
9,Recairei - Ao Vivo,2021-02-27,Os Barões Da Pisadinha,Brazil,705311.0
